chrom,IID,phase_N50,group,sex,replicate
chr8,LA13,25128,linked-read,male,no
chrZ,LA13,20523,linked-read,male,no
chr2,LA14,15844,linked-read,male,no
chr8,LA14,14649,linked-read,male,no
chrZ,LA14,11485,linked-read,male,no
chr2,LA15,28036,linked-read,female,no
chr8,LA15,21945,linked-read,female,no
chrZ,LA15,18353,linked-read,female,no
chr2,LA16,29380,linked-read,male,no
chr8,LA16,27006,linked-read,male,no
chrZ,LA16,21407,linked-read,male,no
chr2,LA17,84029,linked-read,male,no
chr8,LA17,50528,linked-read,male,no
chrZ,LA17,27482,linked-read,male,no
chr2,LA18,32098,linked-read,male,no
chr8,LA18,24710,linked-read,male,no
chrZ,LA18,20613,linked-read,male,no
chr2,LA19,15075,linked-read,male,no
chr8,LA19,13588,linked-read,male,no
chrZ,LA19,10085,linked-read,male,no
chr2,LA20,23438,linked-read,female,no
chr8,LA20,21203,linked-read,female,no
chrZ,LA20,14503,linked-read,female,no
chr2,LA21,32932,linked-read,female,no
chr8,LA21,25544,linked-read,female,no
chrZ,LA21,20093,linked-read,female,no
chr2,LA22,25402,linked-read,male,no
chr8,LA22,21330,linked-read,male,no
chrZ,LA22,16764,linked-read,male,no
chr2,LA23,32187,linked-read,male,no
chr8,LA23,25733,linked-read,male,no
chrZ,LA23,19302,linked-read,male,no
chr2,LA24,20766,linked-read,male,no
chr8,LA24,18903,linked-read,male,no
chrZ,LA24,13213,linked-read,male,no
chr2,LA25,18114,linked-read,female,no
chr8,LA25,16988,linked-read,female,no
chrZ,LA25,15589,linked-read,female,no
chr2,LA26,17503,linked-read,male,no
chr8,LA26,15939,linked-read,male,no
chrZ,LA26,16382,linked-read,male,no
chr2,LA27,17145,linked-read,male,no
chr8,LA27,16089,linked-read,male,no
chrZ,LA27,16101,linked-read,male,no
chr2,LA28,37515,linked-read,male,no
chr8,LA28,28589,linked-read,male,no
chrZ,LA28,22618,linked-read,male,no
chr2,LA29,14763,linked-read,male,no
chr8,LA29,15094,linked-read,male,no
chrZ,LA29,14689,linked-read,male,no
chr2,LA30,16589,linked-read,male,no
chr8,LA30,15382,linked-read,male,no
chrZ,LA30,11489,linked-read,male,no
chr2,LA31,30302,linked-read,female,no
chr8,LA31,24881,linked-read,female,no
chrZ,LA31,21643,linked-read,female,no
chr2,LA32,26615,linked-read,male,no
chr8,LA32,23599,linked-read,male,no
chrZ,LA32,11953,linked-read,male,no
chr2,LA33,59789,linked-read,female,no
chr8,LA33,38576,linked-read,female,no
chrZ,LA33,31452,linked-read,female,no
chr2,LA34,58280,linked-read,male,no
chr8,LA34,35980,linked-read,male,no
chrZ,LA34,26073,linked-read,male,no
chr2,LA35,23512,linked-read,male,no
chr8,LA35,22442,linked-read,male,no
chrZ,LA35,14550,linked-read,male,no
chr2,LA36,26296,linked-read,female,no
chr8,LA36,23308,linked-read,female,no
chrZ,LA36,19819,linked-read,female,no
chr2,LA37,18176,linked-read,male,no
chr8,LA37,17119,linked-read,male,no
chrZ,LA37,13137,linked-read,male,no
chr2,LA38,16168,linked-read,female,no
chr8,LA38,15896,linked-read,female,no
chrZ,LA38,12426,linked-read,female,no
chr2,LA39,23644,linked-read,female,no
chr8,LA39,20067,linked-read,female,no
chrZ,LA39,17836,linked-read,female,no
chr2,LA40,26476,linked-read,male,no
chr8,LA40,20936,linked-read,male,no
chrZ,LA40,18507,linked-read,male,no
chr2,LA41,27368,linked-read,male,no
chr8,LA41,22342,linked-read,male,no
chrZ,LA41,18560,linked-read,male,no
chr2,LA42,39471,linked-read,male,no
chr8,LA42,29503,linked-read,male,no
chrZ,LA42,24069,linked-read,male,no
chr2,LH01,21366,linked-read,male,no
chr8,LH01,20617,linked-read,male,no
chrZ,LH01,15021,linked-read,male,no
chr2,LH02,24405,linked-read,female,no
chr8,LH02,23523,linked-read,female,no
chrZ,LH02,21525,linked-read,female,no
chr2,LH03,28491,linked-read,male,no
chr8,LH03,27634,linked-read,male,no
chrZ,LH03,17706,linked-read,male,no
chr2,LH04,21024,linked-read,female,no
chr8,LH04,20602,linked-read,female,no
chrZ,LH04,15126,linked-read,female,no
chr2,LH05,16532,linked-read,female,no
chr8,LH05,15902,linked-read,female,no
chrZ,LH05,15390,linked-read,female,no
chr2,LH06,18258,linked-read,male,no
chr8,LH06,18162,linked-read,male,no
chrZ,LH06,14922,linked-read,male,no
chr2,LH07,20759,linked-read,female,no
chr8,LH07,20012,linked-read,female,no
chrZ,LH07,17053,linked-read,female,no
chr2,LH08,24519,linked-read,male,no
chr8,LH08,23375,linked-read,male,no
chrZ,LH08,16378,linked-read,male,no
chr2,LH09,44390,linked-read,female,no
chr8,LH09,35176,linked-read,female,no
chrZ,LH09,26965,linked-read,female,no
chr2,LH10,10796,linked-read,male,no
chr8,LH10,10253,linked-read,male,no
chrZ,LH10,10148,linked-read,male,no
chr2,LH11,17747,linked-read,male,no
chr8,LH11,18049,linked-read,male,no
chrZ,LH11,16956,linked-read,male,no
chr2,LH12,43723,linked-read,male,no
chr8,LH12,40695,linked-read,male,no
chrZ,LH12,28313,linked-read,male,no
chr2,LH13,23657,linked-read,male,no
chr8,LH13,23629,linked-read,male,no
chrZ,LH13,16387,linked-read,male,no
chr2,LH15,16938,linked-read,female,no
chr8,LH15,16975,linked-read,female,no
chrZ,LH15,15535,linked-read,female,no
chr2,LS01,13769,linked-read,male,no
chr8,LS01,13223,linked-read,male,no
chrZ,LS01,12553,linked-read,male,no
chr2,LS02,14586,linked-read,male,no
chr8,LS02,14559,linked-read,male,no
chrZ,LS02,12463,linked-read,male,no
chr2,LS03,21250,linked-read,male,no
chr8,LS03,19387,linked-read,male,no
chrZ,LS03,16133,linked-read,male,no
chr2,MA01,12442,linked-read,male,no
chr8,MA01,12737,linked-read,male,no
chrZ,MA01,9254,linked-read,male,no
chr2,MA04,11952,linked-read,female,no
chr8,MA04,11968,linked-read,female,no
chrZ,MA04,9577,linked-read,female,no
chr2,MA05,15536,linked-read,female,no
chr8,MA05,14594,linked-read,female,no
chrZ,MA05,11355,linked-read,female,no
chr2,MA06,9906,linked-read,female,no
chr8,MA06,9950,linked-read,female,no
chrZ,MA06,9079,linked-read,female,no
chr2,MA07,15209,linked-read,male,no
chr8,MA07,15283,linked-read,male,no
chrZ,MA07,10822,linked-read,male,no
chr2,MA08,19914,linked-read,female,no
chr8,MA08,19724,linked-read,female,no
chrZ,MA08,13324,linked-read,female,no
chr2,MA09,19017,linked-read,female,no
chr8,MA09,18298,linked-read,female,no
chrZ,MA09,16626,linked-read,female,no
chr2,MA10,13316,linked-read,male,no
chr8,MA10,12490,linked-read,male,no
chrZ,MA10,10174,linked-read,male,no
chr2,MA11,16055,linked-read,female,no
chr8,MA11,15164,linked-read,female,no
chrZ,MA11,12954,linked-read,female,no
chr2,MA12,22946,linked-read,female,no
chr8,MA12,21598,linked-read,female,no
chrZ,MA12,20814,linked-read,female,no
chr2,MA13,22115,linked-read,male,no
chr8,MA13,20967,linked-read,male,no
chrZ,MA13,20141,linked-read,male,no
chr2,MA14,24850,linked-read,male,no
chr8,MA14,24154,linked-read,male,no
chrZ,MA14,16027,linked-read,male,no
chr2,MA15,17573,linked-read,female,no
chr8,MA15,17053,linked-read,female,no
chrZ,MA15,13028,linked-read,female,no
chr2,MF20,22322,linked-read,female,no
chr8,MF20,23546,linked-read,female,no
chrZ,MF20,14022,linked-read,female,no
chr2,MH01,15054,linked-read,female,no
chr8,MH01,14330,linked-read,female,no
chrZ,MH01,14031,linked-read,female,no
chr2,MH02,15311,linked-read,male,no
chr8,MH02,14939,linked-read,male,no
chrZ,MH02,14170,linked-read,male,no
chr2,MH03,16313,linked-read,male,no
chr8,MH03,16791,linked-read,male,no
chrZ,MH03,12139,linked-read,male,no
chr2,MH04,16825,linked-read,female,no
chr8,MH04,16886,linked-read,female,no
chrZ,MH04,15829,linked-read,female,no
chr2,MH05,19312,linked-read,male,no
chr8,MH05,18820,linked-read,male,no
chrZ,MH05,17787,linked-read,male,no
chr2,MH06,20578,linked-read,male,no
chr8,MH06,19704,linked-read,male,no
chrZ,MH06,14628,linked-read,male,no
chr2,MH07,15313,linked-read,female,no
chr8,MH07,15441,linked-read,female,no
chrZ,MH07,13850,linked-read,female,no
chr2,MH08,18512,linked-read,female,no
chr8,MH08,18464,linked-read,female,no
chrZ,MH08,17386,linked-read,female,no
chr2,MH09,16726,linked-read,male,no
chr8,MH09,16423,linked-read,male,no
chrZ,MH09,13306,linked-read,male,no
chr2,MH10,16919,linked-read,female,no
chr8,MH10,15723,linked-read,female,no
chrZ,MH10,15648,linked-read,female,no
chr2,MO01,28062,linked-read,male,no
chr8,MO01,26055,linked-read,male,no
chrZ,MO01,20135,linked-read,male,no
chr2,MO02,198819,linked-read,female,no
chr8,MO02,130179,linked-read,female,no
chrZ,MO02,46000,linked-read,female,no
chr2,MO03,68179,linked-read,male,no
chr8,MO03,59078,linked-read,male,no
chrZ,MO03,33586,linked-read,male,no
chr2,MO04,28400,linked-read,male,no
chr8,MO04,27900,linked-read,male,no
chrZ,MO04,19585,linked-read,male,no
chr2,MO05,122702,linked-read,female,no
chr8,MO05,86389,linked-read,female,no
chrZ,MO05,35316,linked-read,female,no
chr2,MO06,41793,linked-read,male,no
chr8,MO06,39243,linked-read,male,no
chrZ,MO06,26067,linked-read,male,no
chr2,MO07,28073,linked-read,female,no
chr8,MO07,27436,linked-read,female,no
chrZ,MO07,25669,linked-read,female,no
chr2,MO08,32958,linked-read,male,no
chr8,MO08,31451,linked-read,male,no
chrZ,MO08,27691,linked-read,male,no
chr2,MO09,44772,linked-read,male,no
chr8,MO09,36646,linked-read,male,no
chrZ,MO09,24887,linked-read,male,no
chr2,MY01,12763,linked-read,female,no
chr8,MY01,13351,linked-read,female,no
chrZ,MY01,12761,linked-read,female,no
chr2,MY02,13070,linked-read,male,no
chr8,MY02,12993,linked-read,male,no
chrZ,MY02,12471,linked-read,male,no
chr2,MY03,16339,linked-read,male,no
chr8,MY03,16178,linked-read,male,no
chrZ,MY03,14563,linked-read,male,no
chr2,MY04,12138,linked-read,male,no
chr8,MY04,11903,linked-read,male,no
chrZ,MY04,11135,linked-read,male,no
chr2,MY05,18271,linked-read,male,no
chr8,MY05,18375,linked-read,male,no
chrZ,MY05,17092,linked-read,male,no
chr2,MY06,16872,linked-read,male,no
chr8,MY06,16837,linked-read,male,no
chrZ,MY06,15293,linked-read,male,no
chr2,MY07,15210,linked-read,male,no
chr8,MY07,15517,linked-read,male,no
chrZ,MY07,11017,linked-read,male,no
chr2,MY08,9163,linked-read,female,no
chr8,MY08,9370,linked-read,female,no
chrZ,MY08,9463,linked-read,female,no
chr2,MY09,19814,linked-read,male,no
chr8,MY09,19585,linked-read,male,no
chrZ,MY09,13895,linked-read,male,no
chr2,MY10,32250,linked-read,female,no
chr8,MY10,29756,linked-read,female,no
chrZ,MY10,22243,linked-read,female,no
chr2,MY11,34121,linked-read,male,no
chr8,MY11,28886,linked-read,male,no
chrZ,MY11,17873,linked-read,male,no
chr2,MY12,18389,linked-read,female,no
chr8,MY12,17520,linked-read,female,no
chrZ,MY12,16921,linked-read,female,no
chr2,MY13,29688,linked-read,male,no
chr8,MY13,29043,linked-read,male,no
chrZ,MY13,22669,linked-read,male,no
chr2,MY14,21160,linked-read,male,no
chr8,MY14,21716,linked-read,male,no
chrZ,MY14,19143,linked-read,male,no
chr2,MY15,16583,linked-read,male,no
chr8,MY15,16667,linked-read,male,no
chrZ,MY15,13754,linked-read,male,no
chr2,ND01,29896,linked-read,female,no
chr8,ND01,24667,linked-read,female,no
chrZ,ND01,19702,linked-read,female,no
chr2,ND02,23933,linked-read,male,no
chr8,ND02,21099,linked-read,male,no
chrZ,ND02,15086,linked-read,male,no
chr2,ND03,22238,linked-read,female,no
chr8,ND03,20273,linked-read,female,no
chrZ,ND03,17210,linked-read,female,no
chr2,ND04,51894,linked-read,male,no
chr8,ND04,37558,linked-read,male,no
chrZ,ND04,24956,linked-read,male,no
chr2,ND05,36378,linked-read,male,no
chr8,ND05,34317,linked-read,male,no
chrZ,ND05,29151,linked-read,male,no
chr2,ND06,52654,linked-read,male,no
chr8,ND06,34740,linked-read,male,no
chrZ,ND06,24681,linked-read,male,no
chr2,ND07,21821,linked-read,male,no
chr8,ND07,19713,linked-read,male,no
chrZ,ND07,12592,linked-read,male,no
chr2,ND08,22883,linked-read,female,no
chr8,ND08,21965,linked-read,female,no
chrZ,ND08,20304,linked-read,female,no
chr2,NL01,19703,linked-read,male,no
chr8,NL01,19666,linked-read,male,no
chrZ,NL01,18459,linked-read,male,no
chr2,NL02,14876,linked-read,male,no
chr8,NL02,16251,linked-read,male,no
chrZ,NL02,11899,linked-read,male,no
chr2,NL03,12333,linked-read,female,no
chr8,NL03,12822,linked-read,female,no
chrZ,NL03,10153,linked-read,female,no
chr2,NL04,11143,linked-read,female,no
chr8,NL04,11804,linked-read,female,no
chrZ,NL04,11949,linked-read,female,no
chr2,NL05,16501,linked-read,male,no
chr8,NL05,16807,linked-read,male,no
chrZ,NL05,13135,linked-read,male,no
chr2,NL07,15276,linked-read,female,no
chr8,NL07,14926,linked-read,female,no
chrZ,NL07,14119,linked-read,female,no
chr2,NL08,11993,linked-read,male,no
chr8,NL08,12295,linked-read,male,no
chrZ,NL08,11572,linked-read,male,no
chr2,NL09,20942,linked-read,male,no
chr8,NL09,19651,linked-read,male,no
chrZ,NL09,17696,linked-read,male,no
chr2,NL10,17121,linked-read,male,no
chr8,NL10,17537,linked-read,male,no
chrZ,NL10,13596,linked-read,male,no
chr2,NL12,15390,linked-read,female,no
chr8,NL12,15792,linked-read,female,no
chrZ,NL12,12403,linked-read,female,no
chr2,NL13,19521,linked-read,female,no
chr8,NL13,19783,linked-read,female,no
chrZ,NL13,17909,linked-read,female,no
chr2,NL14,16548,linked-read,male,no
chr8,NL14,16763,linked-read,male,no
chrZ,NL14,15745,linked-read,male,no
chr2,NL15,11575,linked-read,male,no
chr8,NL15,11565,linked-read,male,no
chrZ,NL15,11128,linked-read,male,no
chr2,NL16,8172,linked-read,male,no
chr8,NL16,8816,linked-read,male,no
chrZ,NL16,8568,linked-read,male,no
chr2,NL17,12090,linked-read,male,no
chr8,NL17,13244,linked-read,male,no
chrZ,NL17,12200,linked-read,male,no
chr2,NL18,10481,linked-read,male,no
chr8,NL18,12843,linked-read,male,no
chrZ,NL18,11591,linked-read,male,no
chr2,NL19,6404,linked-read,male,no
chr8,NL19,7898,linked-read,male,no
chrZ,NL19,5732,linked-read,male,no
chr2,NL20,6601,linked-read,female,no
chr8,NL20,7203,linked-read,female,no
chrZ,NL20,6450,linked-read,female,no
chr2,NL21,8070,linked-read,female,no
chr8,NL21,9336,linked-read,female,no
chrZ,NL21,7385,linked-read,female,no
chr2,NL38,15423,linked-read,female,no
chr8,NL38,14522,linked-read,female,no
chrZ,NL38,13170,linked-read,female,no
chr2,NL41,20555,linked-read,male,no
chr8,NL41,18043,linked-read,male,no
chrZ,NL41,16488,linked-read,male,no
chr2,NL42,21590,linked-read,male,no
chr8,NL42,19894,linked-read,male,no
chrZ,NL42,18051,linked-read,male,no
chr2,NL51,13613,linked-read,male,no
chr8,NL51,13192,linked-read,male,no
chrZ,NL51,12834,linked-read,male,no
chr2,NL54,20186,linked-read,male,no
chr8,NL54,19068,linked-read,male,no
chrZ,NL54,17749,linked-read,male,no
chr2,NL59,642,no_HMW_DNA,male,no
chr8,NL59,599,no_HMW_DNA,male,no
chrZ,NL59,579,no_HMW_DNA,male,no
chr2,NL62,18923,linked-read,male,no
chr8,NL62,18191,linked-read,male,no
chrZ,NL62,16563,linked-read,male,no
chr2,NL63,22722,linked-read,male,no
chr8,NL63,20853,linked-read,male,no
chrZ,NL63,18493,linked-read,male,no
chr2,NL64,20265,linked-read,male,no
chr8,NL64,19524,linked-read,male,no
chrZ,NL64,17165,linked-read,male,no
chr2,NW01,14718,linked-read,male,no
chr8,NW01,14225,linked-read,male,no
chrZ,NW01,10472,linked-read,male,no
chr2,NW02,13046,linked-read,female,no
chr8,NW02,12701,linked-read,female,no
chrZ,NW02,11362,linked-read,female,no
chr2,NW03,13057,linked-read,female,no
chr8,NW03,12683,linked-read,female,no
chrZ,NW03,12571,linked-read,female,no
chr2,NW04,15270,linked-read,male,no
chr8,NW04,15275,linked-read,male,no
chrZ,NW04,12424,linked-read,male,no
chr2,NW05,15500,linked-read,female,no
chr8,NW05,15222,linked-read,female,no
chrZ,NW05,14454,linked-read,female,no
chr2,NW06,2458,linked-read,male,no
chr8,NW06,2810,linked-read,male,no
chrZ,NW06,2597,linked-read,male,no
chr2,NW07,10137,linked-read,male,no
chr8,NW07,10005,linked-read,male,no
chrZ,NW07,10047,linked-read,male,no
chr2,NW08,13221,linked-read,male,no
chr8,NW08,13111,linked-read,male,no
chrZ,NW08,12852,linked-read,male,no
chr2,NW09,12680,linked-read,male,no
chr8,NW09,12709,linked-read,male,no
chrZ,NW09,12737,linked-read,male,no
chr2,NW10,2867,linked-read,male,no
chr8,NW10,2893,linked-read,male,no
chrZ,NW10,3494,linked-read,male,no
chr2,NW11,3131,linked-read,male,no
chr8,NW11,3812,linked-read,male,no
chrZ,NW11,2664,linked-read,male,no
chr2,NW12,4370,linked-read,female,no
chr8,NW12,4271,linked-read,female,no
chrZ,NW12,4808,linked-read,female,no
chr2,NW13,856,linked-read,male,no
chr8,NW13,1216,linked-read,male,no
chrZ,NW13,472,linked-read,male,no
chr2,NW14,14542,linked-read,female,no
chr8,NW14,14282,linked-read,female,no
chrZ,NW14,10858,linked-read,female,no
chr2,NW15,11919,linked-read,female,no
chr8,NW15,11772,linked-read,female,no
chrZ,NW15,10567,linked-read,female,no
chr2,NW16,1309,linked-read,female,no
chr8,NW16,1753,linked-read,female,no
chrZ,NW16,1625,linked-read,female,no
chr2,OC01,18191,linked-read,male,no
chr8,OC01,19032,linked-read,male,no
chrZ,OC01,12405,linked-read,male,no
chr2,OC02,26288,linked-read,female,no
chr8,OC02,26511,linked-read,female,no
chrZ,OC02,23033,linked-read,female,no
chr2,OC03,9352,linked-read,male,no
chr8,OC03,9663,linked-read,male,no
chrZ,OC03,8383,linked-read,male,no
chr2,OC04,18223,linked-read,female,no
chr8,OC04,17700,linked-read,female,no
chrZ,OC04,17853,linked-read,female,no
chr2,OC05,25070,linked-read,male,no
chr8,OC05,23890,linked-read,male,no
chrZ,OC05,16751,linked-read,male,no
chr2,OC07,25033,linked-read,female,no
chr8,OC07,23453,linked-read,female,no
chrZ,OC07,20916,linked-read,female,no
chr2,OC09,16745,linked-read,male,no
chr8,OC09,15698,linked-read,male,no
chrZ,OC09,15230,linked-read,male,no
chr2,OC10,18920,linked-read,male,no
chr8,OC10,18705,linked-read,male,no
chrZ,OC10,12726,linked-read,male,no
chr2,OC11,21767,linked-read,female,no
chr8,OC11,20140,linked-read,female,no
chrZ,OC11,19287,linked-read,female,no
chr2,OC12,18844,linked-read,male,no
chr8,OC12,18056,linked-read,male,no
chrZ,OC12,13623,linked-read,male,no
chr2,OC13,17231,linked-read,female,no
chr8,OC13,16735,linked-read,female,no
chrZ,OC13,13411,linked-read,female,no
chr2,OC14,29618,linked-read,female,no
chr8,OC14,28881,linked-read,female,no
chrZ,OC14,17817,linked-read,female,no
chr2,PA01,18861,linked-read,female,no
chr8,PA01,17323,linked-read,female,no
chrZ,PA01,16611,linked-read,female,no
chr2,PA02,64125,linked-read,male,no
chr8,PA02,36778,linked-read,male,no
chrZ,PA02,26829,linked-read,male,no
chr2,PA03,50206,linked-read,male,no
chr8,PA03,33374,linked-read,male,no
chrZ,PA03,24049,linked-read,male,no
chr2,PA04,89445,linked-read,male,no
chr8,PA04,49092,linked-read,male,no
chrZ,PA04,28401,linked-read,male,no
chr2,PA05,562040,linked-read,male,no
chr8,PA05,263640,linked-read,male,no
chrZ,PA05,50927,linked-read,male,no
chr2,PA06,153095,linked-read,male,no
chr8,PA06,87007,linked-read,male,no
chrZ,PA06,31537,linked-read,male,no
chr2,PA07,121076,linked-read,male,no
chr8,PA07,63844,linked-read,male,no
chrZ,PA07,29989,linked-read,male,no
chr2,PA08,77434,linked-read,male,no
chr8,PA08,46844,linked-read,male,no
chrZ,PA08,28358,linked-read,male,no
chr2,PA10,84682,linked-read,male,no
chr8,PA10,49385,linked-read,male,no
chrZ,PA10,29706,linked-read,male,no
chr2,PA11,33441,linked-read,male,no
chr8,PA11,26237,linked-read,male,no
chrZ,PA11,20886,linked-read,male,no
chr2,PR01,15696,linked-read,male,no
chr8,PR01,14453,linked-read,male,no
chrZ,PR01,10509,linked-read,male,no
chr2,PR02,43487,linked-read,female,no
chr8,PR02,34021,linked-read,female,no
chrZ,PR02,17067,linked-read,female,no
chr2,PR03,12631,linked-read,female,no
chr8,PR03,12156,linked-read,female,no
chrZ,PR03,12614,linked-read,female,no
chr2,SP01,229409,linked-read,male,no
chr8,SP01,153192,linked-read,male,no
chrZ,SP01,36792,linked-read,male,no
chr2,SP02,419713,linked-read,male,no
chr8,SP02,336942,linked-read,male,no
chrZ,SP02,22630,linked-read,male,no
chr2,SP03,215404,linked-read,female,no
chr8,SP03,129455,linked-read,female,no
chrZ,SP03,21364,linked-read,female,no
chr2,SP04,221773,linked-read,female,no
chr8,SP04,151346,linked-read,female,no
chrZ,SP04,19228,linked-read,female,no
chr2,SP05,209830,linked-read,female,no
chr8,SP05,168198,linked-read,female,no
chrZ,SP05,18796,linked-read,female,no
chr2,SP06,93638,linked-read,female,no
chr8,SP06,65117,linked-read,female,no
chrZ,SP06,29736,linked-read,female,no
chr2,SP07,483873,linked-read,male,no
chr8,SP07,312182,linked-read,male,no
chrZ,SP07,63677,linked-read,male,no
chr2,SP08,77210,linked-read,male,no
chr8,SP08,58692,linked-read,male,no
chrZ,SP08,18013,linked-read,male,no
chr2,SP09,489484,linked-read,female,no
chr8,SP09,519803,linked-read,female,no
chrZ,SP09,28577,linked-read,female,no
chr2,SP10,74913,linked-read,female,no
chr8,SP10,52602,linked-read,female,no
chrZ,SP10,15980,linked-read,female,no
chr2,SP12,41471,linked-read,female,no
chr8,SP12,32609,linked-read,female,no
chrZ,SP12,14600,linked-read,female,no
chr2,SP13,105332,linked-read,female,no
chr8,SP13,81204,linked-read,female,no
chrZ,SP13,29425,linked-read,female,no
chr2,SP14,32360,linked-read,male,no
chr8,SP14,27237,linked-read,male,no
chrZ,SP14,11642,linked-read,male,no
chr2,SP15,44567,linked-read,female,no
chr8,SP15,37211,linked-read,female,no
chrZ,SP15,22715,linked-read,female,no
chr2,SP16,15912,linked-read,male,no
chr8,SP16,15075,linked-read,male,no
chrZ,SP16,12588,linked-read,male,no
chr2,SP17,18097,linked-read,female,no
chr8,SP17,16761,linked-read,female,no
chrZ,SP17,16324,linked-read,female,no
chr2,SP18,24092,linked-read,male,no
chr8,SP18,20886,linked-read,male,no
chrZ,SP18,18182,linked-read,male,no
chr2,SP19,22819,linked-read,male,no
chr8,SP19,21044,linked-read,male,no
chrZ,SP19,17522,linked-read,male,no
chr2,SP20,40425,linked-read,male,no
chr8,SP20,31097,linked-read,male,no
chrZ,SP20,15853,linked-read,male,no
chr2,SP21,40718,linked-read,female,no
chr8,SP21,36202,linked-read,female,no
chrZ,SP21,32341,linked-read,female,no
chr2,SP22,14423,linked-read,male,no
chr8,SP22,14554,linked-read,male,no
chrZ,SP22,13711,linked-read,male,no
chr2,SP23,15721,linked-read,male,no
chr8,SP23,15949,linked-read,male,no
chrZ,SP23,12205,linked-read,male,no
chr2,SP24,32457,linked-read,female,no
chr8,SP24,30225,linked-read,female,no
chrZ,SP24,26927,linked-read,female,no
chr2,SP26,22361,linked-read,male,no
chr8,SP26,20741,linked-read,male,no
chrZ,SP26,18600,linked-read,male,no
chr2,SP27,20172,linked-read,male,no
chr8,SP27,19512,linked-read,male,no
chrZ,SP27,16266,linked-read,male,no
chr2,SP28,37935,linked-read,female,no
chr8,SP28,34672,linked-read,female,no
chrZ,SP28,31631,linked-read,female,no
chr2,SP29,22770,linked-read,male,no
chr8,SP29,20306,linked-read,male,no
chrZ,SP29,15114,linked-read,male,no
chr2,SP30,27087,linked-read,female,no
chr8,SP30,26161,linked-read,female,no
chrZ,SP30,23700,linked-read,female,no
chr2,SP31,23346,linked-read,male,no
chr8,SP31,22574,linked-read,male,no
chrZ,SP31,14207,linked-read,male,no
chr2,SP32,18115,linked-read,female,no
chr8,SP32,17183,linked-read,female,no
chrZ,SP32,15703,linked-read,female,no
chr2,SP33,21532,linked-read,male,no
chr8,SP33,19622,linked-read,male,no
chrZ,SP33,13611,linked-read,male,no
chr2,SP34,16799,linked-read,female,no
chr8,SP34,15955,linked-read,female,no
chrZ,SP34,12477,linked-read,female,no
chr2,SP35,20385,linked-read,female,no
chr8,SP35,19652,linked-read,female,no
chrZ,SP35,19101,linked-read,female,no
chr2,SP36,16779,linked-read,male,no
chr8,SP36,15888,linked-read,male,no
chrZ,SP36,15078,linked-read,male,no
chr2,SP37,16883,linked-read,male,no
chr8,SP37,15742,linked-read,male,no
chrZ,SP37,13966,linked-read,male,no
chr2,SP38,37887,linked-read,male,no
chr8,SP38,36687,linked-read,male,no
chrZ,SP38,32046,linked-read,male,no
chr2,SP39,21015,linked-read,male,no
chr8,SP39,20280,linked-read,male,no
chrZ,SP39,18435,linked-read,male,no
chr2,SP40,24663,linked-read,male,no
chr8,SP40,24896,linked-read,male,no
chrZ,SP40,22818,linked-read,male,no
chr2,SP41,14869,linked-read,male,no
chr8,SP41,14106,linked-read,male,no
chrZ,SP41,13125,linked-read,male,no
chr2,SP42,12697,linked-read,male,no
chr8,SP42,12175,linked-read,male,no
chrZ,SP42,12252,linked-read,male,no
chr2,SP43,17979,linked-read,male,no
chr8,SP43,16972,linked-read,male,no
chrZ,SP43,12280,linked-read,male,no
chr2,SP44,18423,linked-read,female,no
chr8,SP44,17558,linked-read,female,no
chrZ,SP44,16705,linked-read,female,no
chr2,SP45,18952,linked-read,male,no
chr8,SP45,17672,linked-read,male,no
chrZ,SP45,16487,linked-read,male,no
chr2,SP46,22596,linked-read,male,no
chr8,SP46,20440,linked-read,male,no
chrZ,SP46,19522,linked-read,male,no
chr2,SP47,14337,linked-read,male,no
chr8,SP47,14166,linked-read,male,no
chrZ,SP47,11189,linked-read,male,no
chr2,SP48,22403,linked-read,female,no
chr8,SP48,20625,linked-read,female,no
chrZ,SP48,16372,linked-read,female,no
chr2,SP49,16887,linked-read,male,no
chr8,SP49,15597,linked-read,male,no
chrZ,SP49,14112,linked-read,male,no
chr2,SP50,15919,linked-read,male,no
chr8,SP50,15425,linked-read,male,no
chrZ,SP50,14644,linked-read,male,no
chr2,SP51,14864,linked-read,male,no
chr8,SP51,14264,linked-read,male,no
chrZ,SP51,13333,linked-read,male,no
chr2,SP52,93763,linked-read,male,no
chr8,SP52,73000,linked-read,male,no
chrZ,SP52,35492,linked-read,male,no
chr2,SP53,32067,linked-read,female,no
chr8,SP53,28967,linked-read,female,no
chrZ,SP53,24618,linked-read,female,no
chr2,SP54,17299,linked-read,male,no
chr8,SP54,15957,linked-read,male,no
chrZ,SP54,13350,linked-read,male,no
chr2,SP55,27651,linked-read,male,no
chr8,SP55,23686,linked-read,male,no
chrZ,SP55,19934,linked-read,male,no
chr2,SP56,39645,linked-read,male,no
chr8,SP56,31570,linked-read,male,no
chrZ,SP56,23561,linked-read,male,no
chr2,SP57,95865,linked-read,male,no
chr8,SP57,65264,linked-read,male,no
chrZ,SP57,17589,linked-read,male,no
chr2,SP58,37551,linked-read,female,no
chr8,SP58,29836,linked-read,female,no
chrZ,SP58,22089,linked-read,female,no
chr2,SP59,42918,linked-read,male,no
chr8,SP59,37673,linked-read,male,no
chrZ,SP59,26933,linked-read,male,no
